PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,REB,AST,STL,BLK,PIE,TS_PCT,NET_RATING,PER_APPROX,BPM_APPROX,VORP_APPROX,WIN_SHARES_APPROX,VALUE_SCORE,AGE_ADJ,VALUE_SCORE_ADJ,SALARY_M,CAP_PCT,SALARY_TIER,MARKET_VALUE_M,SURPLUS_VALUE_M,PLAY_STYLE,PLAY_STYLE_CN,OFFENSIVE_ROLE,DEFENSIVE_ROLE,POSITIONS,POSITION_FLEX,FIT_VERSATILITY_SCORE,CONTRACT_TYPE,CONTRACT_TYPE_CN,YEARS_REMAINING,CONTRACT_FLEXIBILITY,TRADE_RESTRICTIONS,TRADE_VALUE,TRADE_VALUE_TIER
Cam Whitmore,WAS,21.0,21,16.9,9.2,2.8,0.7,0.7,0.4,0.082,0.5311778290993071,-19.6,10.03,-8.29,-0.57,0.6,16.3,5,21.3,3.54,2.31,MINIMUM_PLUS,2.13,-1.41,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,39.9,ROOKIE_SCALE,新秀合約,2,85.0,NONE,19.2,TRADEABLE
Kris Murray,POR,25.0,34,25.7,6.1,4.0,1.2,1.2,0.4,0.055,0.5419331911869225,-3.7,11.24,-2.66,-0.15,1.66,18.6,0,18.6,3.13,2.05,MINIMUM_PLUS,1.86,-1.27,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,43.6,ROLE_PLAYER,角色球員,2,85.0,NONE,19.1,TRADEABLE
Kentavious Caldwell-Pope,MEM,32.0,50,21.2,8.5,2.4,2.7,0.8,0.2,0.083,0.5377024291497976,-4.2,10.75,-3.38,-0.37,1.93,24.9,-2,22.9,21.62,14.13,NEAR_MAX,2.18,-19.44,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,43.8,HIGH_VALUE,高薪,3,40.0,NONE,18.9,TRADEABLE
Keon Ellis,CLE,26.0,46,17.7,5.5,1.4,0.7,1.1,0.5,0.047,0.538371182458888,-11.0,8.08,-5.65,-0.76,1.11,7.4,0,7.4,2.3,1.5,MINIMUM_PLUS,1.0,-1.3,THREE_AND_D,3D 球員型,FLOOR_SPACER,VERSATILE_DEFENDER,PG/SG,2,60.5,MINIMUM,底薪,1,95.0,NONE,18.6,TRADEABLE
Klay Thompson,DAL,36.0,48,22.1,11.6,2.4,1.4,0.5,0.3,0.079,0.5295836376917458,-4.0,9.14,-3.64,-0.44,1.64,19.3,-5,14.3,16.67,10.9,MID_LEVEL,1.0,-15.67,THREE_AND_D,3D 球員型,FLOOR_SPACER,SOLID_DEFENDER,PG/SG,2,55.5,MID_LEVEL,中產,2,65.0,NONE,18.5,TRADEABLE
Ja'Kobe Walter,TOR,21.0,44,18.4,6.3,2.2,1.0,0.9,0.2,0.058,0.5685920577617328,-4.6,9.08,-3.52,-0.31,1.25,13.6,5,18.6,3.64,2.38,MINIMUM_PLUS,1.86,-1.78,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,42.4,ROOKIE_SCALE,新秀合約,2,85.0,NONE,18.3,TRADEABLE
Lonzo Ball,CLE,28.0,35,20.8,4.6,4.0,3.9,1.3,0.3,0.077,0.4369300911854102,1.3,11.21,-2.81,-0.15,1.38,22.1,0,22.1,10.0,6.54,MID_LEVEL,2.21,-7.79,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,40.4,MID_LEVEL,中產,2,65.0,NONE,17.9,TRADEABLE
Will Riley,WAS,20.0,44,16.3,7.0,2.2,1.4,0.6,0.1,0.078,0.5255255255255256,-14.4,8.79,-7.72,-1.04,1.07,12.4,5,17.4,3.51,2.29,MINIMUM_PLUS,1.74,-1.77,STRETCH_BIG,空間型大個子,FINISHER,LIMITED_DEFENDER,PF/SF,2,42.0,ROOKIE_SCALE,新秀合約,3,75.0,NONE,17.5,TRADEABLE
Gradey Dick,TOR,22.0,54,16.1,6.5,2.2,0.7,0.7,0.1,0.069,0.5534741144414169,2.5,8.29,-2.19,-0.04,1.22,14.9,5,19.9,4.99,3.26,MINIMUM_PLUS,1.99,-3.0,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,39.9,ROOKIE_SCALE,新秀合約,1,95.0,NONE,17.5,TRADEABLE
Jose Alvarado,NYK,27.0,43,21.9,7.9,2.7,3.1,0.9,0.1,0.081,0.5513679508654383,-3.8,11.36,-2.91,-0.22,1.81,26.8,0,26.8,4.5,2.94,MINIMUM_PLUS,2.68,-1.82,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,27.0,ROLE_PLAYER,角色球員,2,85.0,NONE,17.4,TRADEABLE
Nique Clifford,SAC,24.0,51,21.0,6.6,3.0,1.6,0.6,0.3,0.052,0.5012150668286756,-4.3,9.38,-4.73,-0.74,1.7,11.7,3,14.7,3.11,2.03,MINIMUM_PLUS,1.47,-1.64,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,45.5,ROOKIE_SCALE,新秀合約,1,95.0,NONE,17.2,TRADEABLE
Jordan Poole,NOP,26.0,28,25.4,14.5,1.8,3.1,0.7,0.3,0.073,0.531524926686217,-8.3,10.44,-3.85,-0.33,1.26,21.8,0,21.8,31.85,20.82,MAX,2.18,-29.67,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,40.4,HIGH_VALUE,高薪,3,40.0,NONE,17.0,TRADEABLE
D'Angelo Russell,WAS,29.0,26,19.0,10.2,2.3,4.0,0.5,0.1,0.098,0.5145278450363195,-3.3,11.42,-3.61,-0.2,0.96,29.3,-2,27.3,5.68,3.71,ROLE_PLAYER,2.73,-2.95,ROLE_PLAYER,角色球員型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,27.0,ROLE_PLAYER,角色球員,2,75.0,NONE,17.0,TRADEABLE
Tyrese Martin,BKN,26.0,37,18.8,7.3,2.9,1.9,0.6,0.1,0.08,0.5063817980022197,-12.1,9.26,-7.1,-0.9,1.09,14.7,0,14.7,2.19,1.43,MINIMUM_PLUS,1.47,-0.72,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,42.0,MINIMUM,底薪,1,95.0,NONE,16.9,TRADEABLE
Ben Sheppard,IND,24.0,43,21.4,6.4,3.2,1.8,0.5,0.1,0.063,0.5287508261731659,-9.6,9.36,-6.15,-0.97,1.46,12.7,3,15.7,2.79,1.82,MINIMUM_PLUS,1.57,-1.22,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,42.0,ROOKIE_SCALE,新秀合約,1,95.0,NONE,16.9,TRADEABLE
Drake Powell,BKN,20.0,41,19.1,6.2,1.7,1.6,0.5,0.1,0.06,0.5607814761215629,-11.6,8.6,-6.49,-0.89,1.14,10.7,5,15.7,3.37,2.2,MINIMUM_PLUS,1.57,-1.8,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,39.9,ROOKIE_SCALE,新秀合約,3,75.0,NONE,15.7,TRADEABLE
Buddy Hield,ATL,33.0,45,17.2,7.9,2.4,1.5,0.8,0.2,0.082,0.5601247872943845,-5.3,9.9,-3.65,-0.32,1.3,21.0,-5,16.0,9.22,6.03,ROLE_PLAYER,1.36,-7.86,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,43.8,ROLE_PLAYER,角色球員,2,75.0,NONE,15.6,TRADEABLE
Cam Thomas,MIL,24.0,25,23.8,15.2,1.8,3.0,0.2,0.1,0.087,0.5264616237184816,-11.3,10.35,-5.82,-0.58,1.04,23.4,3,26.4,5.99,3.92,ROLE_PLAYER,2.64,-3.35,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,24.2,ROOKIE_SCALE,新秀合約,1,85.0,NONE,15.4,TRADEABLE
Cole Anthony,PHX,25.0,35,15.0,6.7,2.5,3.5,0.6,0.3,0.082,0.4849449913144181,-9.7,10.93,-6.28,-0.57,0.97,18.7,0,18.7,2.3,1.5,MINIMUM_PLUS,1.87,-0.43,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,29.8,MINIMUM,底薪,1,95.0,NONE,15.4,TRADEABLE
Josh Okogie,HOU,27.0,51,19.8,5.3,2.9,0.9,0.9,0.2,0.056,0.5539297658862876,4.8,9.28,-1.03,0.25,1.59,16.2,0,16.2,7.75,5.07,ROLE_PLAYER,1.62,-6.13,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,41.6,ROLE_PLAYER,角色球員,2,75.0,NONE,15.2,TRADEABLE
Taylor Hendricks,MEM,22.0,36,15.5,5.3,3.2,0.8,0.5,0.2,0.067,0.5488815244407623,-17.7,8.87,-8.45,-0.91,0.84,10.2,5,15.2,6.13,4.01,ROLE_PLAYER,1.52,-4.61,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PF/SF,2,40.9,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,14.6,TRADEABLE
Patrick Williams,CHI,24.0,50,18.9,6.8,2.9,1.2,0.6,0.3,0.057,0.5044510385756676,-11.7,8.61,-6.97,-1.19,1.38,9.1,3,12.1,18.0,11.76,MID_LEVEL,1.21,-16.79,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,44.9,MID_LEVEL,中產,2,65.0,NONE,13.6,TRADEABLE
Cody Williams,UTA,21.0,40,19.3,5.8,2.3,0.9,0.6,0.4,0.041,0.5319148936170213,-10.6,9.02,-6.29,-0.84,1.18,7.6,5,12.6,5.74,3.75,ROLE_PLAYER,1.26,-4.48,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,42.0,ROOKIE_SCALE,新秀合約,2,75.0,NONE,13.6,TRADEABLE
Jalen Pickett,DEN,26.0,38,17.9,5.5,2.7,2.6,0.3,0.1,0.084,0.5256116207951071,-2.6,9.52,-4.45,-0.42,1.1,17.9,0,17.9,2.22,1.45,MINIMUM_PLUS,1.79,-0.43,ROLE_PLAYER,角色球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG,1,24.8,MINIMUM,底薪,1,95.0,NONE,13.2,TRADEABLE
Ochai Agbaji,BKN,25.0,42,15.5,4.3,2.3,0.7,0.4,0.3,0.043,0.4990714948932219,1.5,7.43,-4.04,-0.34,0.82,4.2,0,4.2,6.38,4.17,ROLE_PLAYER,1.0,-5.38,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,PG/SG,2,51.9,ROLE_PLAYER,角色球員,2,75.0,NONE,12.5,TRADEABLE
Ben Saraf,BKN,19.0,21,17.4,4.8,1.5,2.8,0.8,0.2,0.041,0.4231311706629055,-5.9,7.62,-6.89,-0.45,0.47,5.4,5,10.4,2.88,1.88,MINIMUM_PLUS,1.04,-1.84,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,39.7,ROOKIE_SCALE,新秀合約,4,60.0,NONE,12.4,TRADEABLE
Micah Peavy,NOP,24.0,46,15.1,4.3,2.0,1.0,0.7,0.1,0.045,0.4359286293592863,-5.6,6.85,-7.27,-0.93,0.81,2.7,3,5.7,1.27,0.83,MINIMUM,1.0,-0.27,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,39.9,TWO_WAY,雙向合約,1,95.0,NONE,12.2,TRADEABLE
Jared McCain,OKC,21.0,39,16.6,6.6,2.1,1.6,0.6,0.1,0.069,0.510519801980198,5.6,8.21,-2.05,-0.01,0.9,13.0,5,18.0,4.22,2.76,MINIMUM_PLUS,1.8,-2.42,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG,1,26.9,ROOKIE_SCALE,新秀合約,2,85.0,NONE,12.0,TRADEABLE
Nicolas Batum,LAC,37.0,51,19.4,4.4,2.6,0.8,0.7,0.4,0.052,0.5965292841648591,-0.9,8.69,-2.11,-0.03,1.46,16.3,-5,11.3,5.6,3.66,ROLE_PLAYER,0.79,-4.81,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,40.2,ROLE_PLAYER,角色球員,2,75.0,NONE,11.9,TRADEABLE
Gary Trent Jr.,MIL,27.0,46,24.0,8.5,1.1,1.5,0.6,0.1,0.047,0.5382472137791287,-12.2,7.79,-6.78,-1.34,1.46,9.5,0,9.5,3.7,2.42,MINIMUM_PLUS,1.0,-2.7,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,39.3,ROLE_PLAYER,角色球員,2,85.0,NONE,11.2,TRADEABLE
Jordan Clarkson,NYK,33.0,50,19.0,9.1,1.8,1.3,0.4,0.1,0.059,0.5342883983090653,-0.3,8.7,-3.4,-0.34,1.4,12.4,-5,7.4,2.3,1.5,MINIMUM_PLUS,0.85,-1.45,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,40.4,MINIMUM,底薪,1,95.0,NONE,11.1,TRADEABLE
Brook Lopez,LAC,37.0,46,18.2,6.6,2.7,0.9,0.5,1.0,0.063,0.523145212428662,-0.1,8.97,-2.36,-0.08,1.27,13.6,-5,8.6,8.75,5.72,ROLE_PLAYER,0.7,-8.05,STRETCH_BIG,空間型大個子,FINISHER,LIMITED_DEFENDER,C/PF,2,42.0,ROLE_PLAYER,角色球員,2,75.0,NONE,10.8,TRADEABLE
Tre Mann,CHA,25.0,33,16.0,7.2,2.4,2.2,0.5,0.1,0.06,0.4697286012526095,-8.6,8.31,-6.98,-0.67,0.74,8.2,0,8.2,8.0,5.23,ROLE_PLAYER,1.0,-7.0,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,42.0,ROLE_PLAYER,角色球員,2,75.0,NONE,10.8,TRADEABLE
Nolan Traore,BKN,19.0,30,20.6,7.0,1.6,3.4,0.4,0.4,0.056,0.4949095022624434,-9.3,9.65,-6.27,-0.67,1.01,10.7,5,15.7,3.81,2.49,MINIMUM_PLUS,1.57,-2.24,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,24.8,ROOKIE_SCALE,新秀合約,4,60.0,NONE,10.0,TRADEABLE
Dorian Finney-Smith,HOU,32.0,20,15.8,2.9,2.4,0.8,0.4,0.2,0.025,0.4105322763306908,1.4,5.71,-6.15,-0.33,0.31,2.2,-2,0.2,12.7,8.3,MID_LEVEL,0.95,-11.75,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,SF/SG,2,51.1,MID_LEVEL,中產,2,65.0,NONE,9.7,TRADEABLE
Mike Conley,MIN,38.0,44,18.5,4.4,1.8,2.9,0.6,0.3,0.06,0.4954954954954955,0.5,8.36,-3.65,-0.34,1.15,10.3,-5,5.3,10.77,7.04,MID_LEVEL,0.7,-10.07,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,25.2,MID_LEVEL,中產,2,65.0,NONE,3.0,TRADEABLE
Tyus Jones,DAL,29.0,50,15.7,3.0,1.1,2.5,0.7,0.1,0.065,0.4485645933014354,-6.2,7.24,-7.19,-1.04,0.96,7.2,-2,5.2,7.0,4.58,ROLE_PLAYER,1.0,-6.0,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,24.3,ROLE_PLAYER,角色球員,2,75.0,NONE,3.0,TRADEABLE
Gabe Vincent,ATL,29.0,30,19.3,4.7,0.9,1.4,0.6,0.0,0.025,0.5025662959794697,0.0,6.09,-4.61,-0.38,0.6,3.7,-2,1.7,11.5,7.52,MID_LEVEL,1.0,-10.5,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,24.1,MID_LEVEL,中產,2,65.0,NONE,0.9,TRADEABLE
