PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,EFG_PCT,TS_PCT,USG_PCT,NET_RATING,OFF_RATING,DEF_RATING,PIE,PLAYER_HEIGHT,PLAYER_WEIGHT,AGE,SALARY,SALARY_M,PER_APPROX,BPM_APPROX,VORP_APPROX,WIN_SHARES_APPROX,AGE_CURVE_FACTOR,PROJECTED_VALUE,VALUE_SCORE,AGE_ADJ,VALUE_SCORE_ADJ,CAP_PCT,SALARY_TIER,MARKET_VALUE_M,SALARY_SURPLUS_M,CONTRACT_VALUE_RATIO,PLAY_STYLE,PLAY_STYLE_CN,OFFENSIVE_ROLE,DEFENSIVE_ROLE,POSITIONS,POSITION_FLEX,FIT_VERSATILITY_SCORE,PERF_SCORE_NORM,CONTRACT_SCORE_NORM,FIT_SCORE_NORM,TRADE_VALUE,TRADE_VALUE_TIER,SURPLUS_VALUE_M,CONTRACT_TYPE,CONTRACT_TYPE_CN,YEARS_REMAINING,TOTAL_CONTRACT_VALUE,TRADE_RESTRICTIONS,TRADE_KICKER_LIKELY,EXTENSION_ELIGIBLE,CONTRACT_FLEXIBILITY,SALARY_MATCH_MIN,SALARY_MATCH_MAX
203507,Giannis Antetokounmpo,MIL,30,29.2,28.0,10.0,5.6,0.9,0.7,0.645,0.395,0.658,0.6635802469135803,0.6810663553220472,0.349,6.1,120.8,114.7,0.218,6-11,243.0,31.0,54126450.0,54.13,32.52,8.65,2.37,4.83,0.9,29.27,95.8,-2,93.8,35.38,SUPERMAX,41.97,-12.16,0.78,PAINT_BEAST,禁區猛獸型,PRIMARY_SCORER,REBOUNDER,C/PF,2,74.0,96.1,14.6,71.4,69.6,ALL_STAR,-12.16,SUPERMAX,超級頂薪,4,216.52,NTC|HARD_TO_MATCH,True,NOT_YET_ELIGIBLE,0.0,0.0,67.91
202695,Kawhi Leonard,LAC,40,32.8,27.9,6.3,3.7,2.1,0.5,0.492,0.387,0.913,0.5609137055837563,0.6207725169099324,0.327,4.5,118.0,113.5,0.183,6-6,225.0,34.0,50000000.0,50.0,24.38,7.24,3.08,5.42,0.75,18.28,92.4,-5,87.4,32.68,SUPERMAX,31.79,-18.21,0.64,VERSATILE_SCORER,多元得分手型,PRIMARY_SCORER,PERIMETER_STOPPER,PG/SG,2,84.8,89.5,11.7,86.8,69.4,ALL_STAR,-18.21,MAX,頂薪,2,100.0,HARD_TO_MATCH,True,EXTENSION_ELIGIBLE_LIMITED,15.0,0.0,62.75
1631212,Peyton Watson,DEN,49,30.7,14.9,4.9,2.0,1.0,1.2,0.496,0.417,0.727,0.5642201834862386,0.5967638577379045,0.2,5.8,123.9,118.1,0.087,6-8,200.0,23.0,4356476.0,4.36,17.05,3.89,2.25,4.34,0.93,15.86,60.4,3,63.4,2.85,MINIMUM_PLUS,16.04,11.68,3.68,TWO_WAY_WING,雙向側翼型,FLOOR_SPACER,VERSATILE_DEFENDER,SF/SG,2,75.5,64.9,73.3,73.5,69.2,ALL_STAR,11.68,ROOKIE_SCALE,新秀合約,1,4.36,NONE,False,ROOKIE_EXTENSION_ELIGIBLE,95.0,0.0,8.97
1629627,Zion Williamson,NOP,39,29.6,21.5,6.2,3.5,1.0,0.6,0.582,0.0,0.712,0.5808823529411765,0.6279205607476636,0.262,-4.7,112.2,116.8,0.142,6-6,284.0,25.0,39446090.0,39.45,23.05,2.09,1.2,4.51,0.98,22.59,82.6,0,82.6,25.78,MAX,32.6,-6.85,0.83,ROLE_PLAYER,角色球員型,SECONDARY_SCORER,VERSATILE_DEFENDER,PG/SG,2,86.8,84.6,15.6,89.7,68.6,ALL_STAR,-6.85,NEAR_MAX,準頂薪,3,118.35,DIFFICULT_TO_MATCH,True,NOT_YET_ELIGIBLE,15.0,0.0,49.56
1641750,Ryan Kalkbrenner,CHA,42,22.9,8.3,6.0,0.6,0.6,1.5,0.755,0.0,0.679,0.7446808510638298,0.7496387283236994,0.117,-3.9,109.9,113.8,0.106,7-1,256.0,24.0,2296274.0,2.3,17.16,2.77,1.17,2.8,0.96,16.47,62.2,3,65.2,1.5,MINIMUM_PLUS,17.12,14.82,7.44,ROLE_PLAYER,角色球員型,FINISHER,RIM_PROTECTOR,C/PF,2,51.4,66.7,100.0,39.1,68.1,ALL_STAR,14.82,ROOKIE_SCALE,新秀合約,1,2.3,NONE,False,ROOKIE_EXTENSION_ELIGIBLE,95.0,0.0,4.85
1630559,Austin Reaves,LAL,27,33.7,25.7,5.1,6.0,1.0,0.2,0.508,0.363,0.871,0.5923566878980893,0.6640140553947912,0.281,2.7,117.0,114.2,0.154,6-5,197.0,27.0,13937574.0,13.94,24.0,5.47,1.73,3.7,1.0,24.0,88.3,0,88.3,9.11,MID_LEVEL,38.3,24.36,2.75,VERSATILE_SCORER,多元得分手型,SECONDARY_SCORER,LIMITED_DEFENDER,PG/SG,2,47.5,90.5,54.5,33.5,67.2,ALL_STAR,24.36,MID_LEVEL,中產,2,27.88,NONE,False,EXTENSION_ELIGIBLE,65.0,0.0,21.44
1630178,Tyrese Maxey,PHI,51,38.7,28.8,4.2,6.8,2.0,0.8,0.47,0.379,0.891,0.5488372093023255,0.5976095617529881,0.282,2.5,115.9,113.3,0.155,6-2,200.0,25.0,37958760.0,37.96,25.25,6.96,4.49,8.44,0.98,24.74,91.2,0,91.2,24.81,MAX,41.32,3.36,1.09,VERSATILE_SCORER,多元得分手型,SECONDARY_SCORER,PERIMETER_STOPPER,PG,1,65.2,93.4,20.9,58.8,66.6,ALL_STAR,3.36,HIGH_VALUE,高薪,3,113.88,DIFFICULT_TO_MATCH,False,NOT_YET_ELIGIBLE,15.0,0.0,47.7
1630700,Dyson Daniels,ATL,52,33.7,11.4,6.5,6.2,1.9,0.4,0.493,0.135,0.609,0.5048543689320387,0.5159304851556843,0.159,1.3,114.8,113.6,0.096,6-7,199.0,22.0,7707709.0,7.71,20.78,1.92,1.75,6.17,0.89,18.49,62.8,5,67.8,5.04,ROLE_PLAYER,18.68,10.97,2.42,ROLE_PLAYER,角色球員型,SECONDARY_PLAYMAKER,PERIMETER_STOPPER,SF/SG,2,79.2,69.4,47.8,78.8,66.4,ALL_STAR,10.97,ROOKIE_EXT,新秀延長,4,30.84,ROOKIE_EXT_WAIT,False,NOT_YET_ELIGIBLE,50.0,0.0,15.21
1630596,Evan Mobley,CLE,42,33.4,17.9,8.8,4.0,0.9,2.0,0.512,0.304,0.635,0.5518518518518518,0.5765266683844369,0.216,5.5,116.2,110.7,0.127,6-11,215.0,24.0,46394100.0,46.39,24.05,6.18,2.92,5.71,0.96,23.09,84.3,3,87.3,30.32,SUPERMAX,37.3,-9.09,0.8,RIM_PROTECTOR,護框中鋒型,SECONDARY_PLAYMAKER,RIM_PROTECTOR,C/PF,2,74.0,89.4,15.0,71.4,66.3,ALL_STAR,-9.09,MAX,頂薪,3,139.17,POSSIBLE_3MO_WAIT|HARD_TO_MATCH,True,NOT_YET_ELIGIBLE,5.0,0.0,58.24
1631094,Paolo Banchero,ORL,42,34.3,21.4,8.5,4.9,0.7,0.6,0.457,0.301,0.765,0.4903846153846153,0.5609142377856993,0.267,-2.4,113.0,115.4,0.137,6-10,250.0,23.0,15334769.0,15.33,22.09,1.78,1.38,5.39,0.93,20.54,78.0,3,81.0,10.02,MID_LEVEL,31.0,15.67,2.02,ROLE_PLAYER,角色球員型,SECONDARY_SCORER,REBOUNDER,PF/SF,2,64.4,83.0,39.7,57.7,65.8,ALL_STAR,15.67,MID_LEVEL,中產,2,30.66,NONE,False,EXTENSION_ELIGIBLE,65.0,0.0,22.83
1642851,Kon Knueppel,CHA,53,32.2,18.9,5.5,3.5,0.7,0.2,0.485,0.428,0.899,0.6119402985074626,0.6458447238928375,0.215,2.1,116.5,114.3,0.117,6-6,215.0,20.0,10015680.0,10.02,18.58,2.91,2.13,5.37,0.78,14.49,76.3,5,81.3,6.55,MID_LEVEL,31.3,21.28,3.12,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,47.5,83.3,61.9,33.5,65.5,ALL_STAR,21.28,ROOKIE_EXT,新秀延長,4,40.08,ROOKIE_EXT_WAIT,False,NOT_YET_ELIGIBLE,40.0,0.0,17.52
2544,LeBron James,LAL,35,33.3,21.8,5.7,6.9,1.1,0.6,0.502,0.306,0.742,0.5432098765432098,0.5853920515574652,0.273,-1.7,113.7,115.4,0.147,6-9,250.0,41.0,52627153.0,52.63,24.01,3.08,1.5,4.74,0.35,8.4,84.4,-5,79.4,34.4,SUPERMAX,20.58,-32.05,0.39,PLAYMAKER,組織者型,SECONDARY_SCORER,VERSATILE_DEFENDER,PF/SF,2,88.4,81.3,6.7,92.0,65.3,ALL_STAR,-32.05,MAX,頂薪,2,105.26,HARD_TO_MATCH,True,EXTENSION_ELIGIBLE_LIMITED,15.0,0.0,66.04
1630168,Onyeka Okongwu,ATL,49,32.0,16.2,7.8,3.3,1.2,1.0,0.483,0.375,0.77,0.56,0.5898630935042237,0.197,-4.7,109.8,114.5,0.103,6-10,240.0,25.0,15000000.0,15.0,20.61,1.7,1.47,5.47,0.98,20.2,70.7,0,70.7,9.8,MID_LEVEL,20.7,5.7,1.38,STRETCH_BIG,空間型大個子,FLOOR_SPACER,VERSATILE_DEFENDER,PF/SF,2,86.6,72.4,26.7,89.4,65.2,ALL_STAR,5.7,MID_LEVEL,中產,2,30.0,NONE,False,EXTENSION_ELIGIBLE,65.0,0.0,22.5
1630530,Trey Murphy III,NOP,51,35.8,22.2,5.7,3.8,1.5,0.3,0.477,0.38,0.89,0.5797546012269938,0.6191432396251673,0.224,-4.9,112.8,117.7,0.124,6-8,206.0,25.0,25000000.0,25.0,20.75,2.23,1.96,6.42,0.98,20.34,80.4,0,80.4,16.34,NEAR_MAX,30.4,5.4,1.22,TWO_WAY_WING,雙向側翼型,FLOOR_SPACER,PERIMETER_STOPPER,SF/SG,2,74.8,82.3,23.5,72.5,65.2,ALL_STAR,5.4,HIGH_VALUE,高薪,3,75.0,NONE,False,NOT_YET_ELIGIBLE,40.0,0.0,32.5
1641710,Anthony Black,ORL,52,31.2,16.1,4.1,4.0,1.4,0.7,0.46,0.341,0.755,0.5277777777777778,0.5640414798206278,0.22,0.0,113.9,113.9,0.096,6-7,200.0,22.0,7970280.0,7.97,17.58,1.87,1.6,4.83,0.89,15.65,61.5,5,66.5,5.21,ROLE_PLAYER,17.9,9.93,2.25,TWO_WAY_WING,雙向側翼型,SECONDARY_PLAYMAKER,VERSATILE_DEFENDER,SF/SG,2,79.3,68.1,44.3,79.0,64.9,ALL_STAR,9.93,ROOKIE_EXT,新秀延長,4,31.88,ROOKIE_EXT_WAIT,False,NOT_YET_ELIGIBLE,50.0,0.0,15.47
1628386,Jarrett Allen,CLE,42,27.3,14.5,8.3,2.0,1.0,0.8,0.615,0.111,0.746,0.6129032258064516,0.6555153707052441,0.186,5.5,118.6,113.0,0.135,6-9,243.0,27.0,20000000.0,20.0,21.21,5.0,2.04,4.12,1.0,21.21,81.9,0,81.9,13.07,NEAR_MAX,31.9,11.9,1.6,ROLE_PLAYER,角色球員型,FINISHER,REBOUNDER,PF/SF,2,66.5,83.9,31.2,60.7,64.9,ALL_STAR,11.9,HIGH_VALUE,高薪,3,60.0,NONE,False,NOT_YET_ELIGIBLE,40.0,0.0,27.5
1642259,Alex Sarr,WAS,41,28.2,17.2,7.8,2.8,0.8,2.0,0.496,0.336,0.691,0.5357142857142857,0.5565622573129692,0.25,-11.6,108.8,120.4,0.126,7-0,205.0,20.0,11808240.0,11.81,21.28,-0.11,0.56,4.17,0.78,16.6,69.7,5,74.7,7.72,MID_LEVEL,24.7,12.89,2.09,RIM_PROTECTOR,護框中鋒型,FINISHER,RIM_PROTECTOR,C/PF,2,69.3,76.5,41.1,64.7,64.7,ALL_STAR,12.89,ROOKIE_EXT,新秀延長,4,47.24,ROOKIE_EXT_WAIT,False,NOT_YET_ELIGIBLE,40.0,0.0,19.31
1641706,Brandon Miller,CHA,37,30.3,20.4,4.6,3.3,1.1,0.9,0.426,0.366,0.887,0.5121212121212121,0.561303103675985,0.281,5.8,117.7,111.9,0.108,6-7,200.0,23.0,11968800.0,11.97,17.15,3.97,1.7,3.26,0.93,15.95,66.0,3,69.0,7.82,MID_LEVEL,19.4,7.43,1.62,SCORING_GUARD,得分後衛型,SECONDARY_SCORER,VERSATILE_DEFENDER,SF/SG,2,83.1,70.6,31.6,84.4,64.3,ALL_STAR,7.43,ROOKIE_EXT,新秀延長,4,47.88,ROOKIE_EXT_WAIT,False,NOT_YET_ELIGIBLE,40.0,0.0,19.47
1626157,Karl-Anthony Towns,NYK,50,31.4,19.8,11.9,2.9,0.9,0.6,0.464,0.348,0.852,0.5214285714285715,0.593382881802925,0.251,7.1,118.7,111.6,0.144,7-0,248.0,30.0,54126450.0,54.13,23.04,5.52,3.0,6.13,0.94,21.66,86.2,-2,84.2,35.38,SUPERMAX,34.2,-19.93,0.63,STRETCH_BIG,空間型大個子,SECONDARY_SCORER,REBOUNDER,C/PF,2,74.0,86.2,11.5,71.4,63.8,ALL_STAR,-19.93,SUPERMAX,超級頂薪,4,216.52,NTC|HARD_TO_MATCH,True,NOT_YET_ELIGIBLE,0.0,0.0,67.91
1628374,Lauri Markkanen,UTA,40,34.7,26.9,7.0,2.1,1.0,0.5,0.478,0.365,0.891,0.5520833333333334,0.6109193313953488,0.266,-1.6,113.9,115.5,0.138,7-1,240.0,28.0,46394100.0,46.39,21.08,3.15,1.82,4.96,0.99,20.87,81.6,0,81.6,30.32,SUPERMAX,31.6,-14.79,0.68,STRETCH_BIG,空間型大個子,SECONDARY_SCORER,VERSATILE_DEFENDER,C/PF,2,76.9,83.6,12.6,75.5,63.8,ALL_STAR,-14.79,MAX,頂薪,3,139.17,POSSIBLE_3MO_WAIT|HARD_TO_MATCH,True,NOT_YET_ELIGIBLE,5.0,0.0,58.24
1628392,Isaiah Hartenstein,OKC,29,26.0,10.7,9.9,3.5,1.1,0.7,0.63,0.0,0.64,0.625,0.6411792905081495,0.165,13.0,118.1,105.1,0.141,7-0,250.0,27.0,28500000.0,28.5,22.25,7.08,1.74,2.84,1.0,22.25,82.1,0,82.1,18.63,NEAR_MAX,32.1,3.6,1.13,ROLE_PLAYER,角色球員型,FINISHER,REBOUNDER,C/PF,2,69.2,84.1,21.7,64.5,63.6,ALL_STAR,3.6,HIGH_VALUE,高薪,3,85.5,NONE,False,NOT_YET_ELIGIBLE,40.0,0.0,36.0
1631221,Collin Gillespie,PHX,53,28.4,13.4,4.2,4.7,1.4,0.2,0.436,0.423,0.846,0.5794392523364487,0.596722479515497,0.186,5.2,113.7,108.4,0.119,6-1,195.0,26.0,2296274.0,2.3,16.67,3.12,1.96,4.25,1.0,16.67,69.4,0,69.4,1.5,MINIMUM_PLUS,19.64,17.34,8.54,TWO_WAY_WING,雙向側翼型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,32.5,71.0,100.0,12.0,63.5,ALL_STAR,17.34,MINIMUM,底薪,1,2.3,NONE,False,EXTENSION_ELIGIBLE,95.0,0.0,4.85
1627750,Jamal Murray,DEN,49,35.7,25.8,4.3,7.6,1.0,0.4,0.486,0.428,0.883,0.5691489361702127,0.6155754915060127,0.276,5.3,124.3,118.9,0.149,6-4,215.0,28.0,46394100.0,46.39,24.16,5.83,3.48,7.16,0.99,23.92,89.8,0,89.8,30.32,SUPERMAX,39.8,-6.59,0.86,SCORING_GUARD,得分後衛型,PRIMARY_PLAYMAKER,LIMITED_DEFENDER,PG/SG,2,59.7,92.0,16.2,50.9,62.8,ALL_STAR,-6.59,MAX,頂薪,3,139.17,POSSIBLE_3MO_WAIT|HARD_TO_MATCH,True,NOT_YET_ELIGIBLE,5.0,0.0,58.24
1628378,Donovan Mitchell,CLE,50,33.8,29.0,4.5,5.9,1.5,0.3,0.485,0.377,0.85,0.5745192307692307,0.6186006825938566,0.315,7.8,118.4,110.5,0.157,6-2,215.0,29.0,46394100.0,46.39,24.14,7.34,4.01,6.91,0.97,23.42,91.7,-2,89.7,30.32,SUPERMAX,39.7,-6.69,0.86,VERSATILE_SCORER,多元得分手型,PRIMARY_SCORER,PERIMETER_STOPPER,PG,1,59.8,91.9,16.2,51.1,62.8,ALL_STAR,-6.69,MAX,頂薪,3,139.17,HARD_TO_MATCH,True,NOT_YET_ELIGIBLE,5.0,0.0,58.24
1629028,Deandre Ayton,LAL,46,28.2,13.2,8.5,0.9,0.6,1.0,0.675,0.0,0.646,0.6666666666666666,0.6740196078431372,0.168,-1.2,116.1,117.3,0.118,7-0,252.0,27.0,8104000.0,8.1,20.21,2.63,1.53,4.44,1.0,20.21,73.5,0,73.5,5.29,ROLE_PLAYER,23.5,15.4,2.9,ROLE_PLAYER,角色球員型,FINISHER,REBOUNDER,C/PF,2,54.0,75.3,57.5,42.8,62.7,ALL_STAR,15.4,ROLE_PLAYER,角色球員,2,16.2,NONE,False,EXTENSION_ELIGIBLE,75.0,0.0,15.6
1628963,Marvin Bagley III,DAL,40,19.5,10.3,5.9,1.5,0.5,0.8,0.621,0.45,0.676,0.6363636363636362,0.6612737544940935,0.182,-7.7,110.4,118.0,0.124,6-10,235.0,26.0,2296274.0,2.3,16.48,-0.83,0.23,2.18,1.0,16.48,60.0,0,60.0,1.5,MINIMUM_PLUS,14.0,11.7,6.09,STRETCH_BIG,空間型大個子,FLOOR_SPACER,LIMITED_DEFENDER,PF/SF,2,43.5,61.4,100.0,27.8,62.6,ALL_STAR,11.7,MINIMUM,底薪,1,2.3,NONE,False,EXTENSION_ELIGIBLE,95.0,0.0,4.85
1630581,Josh Giddey,CHI,34,32.1,18.6,8.6,8.8,0.9,0.3,0.462,0.366,0.775,0.5253623188405797,0.578070611636002,0.25,-2.5,112.9,115.4,0.151,6-7,214.0,23.0,25000000.0,25.0,25.31,2.52,1.25,4.68,0.93,23.54,84.1,3,87.1,16.34,NEAR_MAX,37.1,12.1,1.48,FLOOR_GENERAL,地板指揮官型,PRIMARY_PLAYMAKER,LIMITED_DEFENDER,SF/SG,2,53.8,89.2,28.7,42.5,62.4,ALL_STAR,12.1,HIGH_VALUE,高薪,3,75.0,NONE,False,NOT_YET_ELIGIBLE,40.0,0.0,32.5
1627783,Pascal Siakam,IND,51,33.8,23.7,6.7,3.9,1.1,0.5,0.48,0.369,0.68,0.5268817204301075,0.5579096045197739,0.285,-4.8,110.7,115.5,0.131,6-8,245.0,31.0,45550512.0,45.55,21.5,1.19,1.4,6.28,0.9,19.35,76.5,-2,74.5,29.77,SUPERMAX,23.27,-22.28,0.51,SCORING_GUARD,得分後衛型,SECONDARY_SCORER,VERSATILE_DEFENDER,SF/SG,2,84.8,76.3,9.1,86.8,62.1,ALL_STAR,-22.28,NEAR_MAX,準頂薪,3,136.65,HARD_TO_MATCH,True,NOT_YET_ELIGIBLE,5.0,0.0,57.19
1629675,Naz Reid,MIN,55,26.3,14.2,6.4,2.5,1.0,0.9,0.469,0.384,0.744,0.5701754385964912,0.5887230514096186,0.211,3.4,113.8,110.4,0.123,6-9,264.0,26.0,21551724.0,21.55,17.49,2.88,1.79,4.29,1.0,17.49,71.5,0,71.5,14.08,NEAR_MAX,21.5,-0.05,1.0,STRETCH_BIG,空間型大個子,FLOOR_SPACER,VERSATILE_DEFENDER,PF/SF,2,80.9,73.2,19.0,81.3,61.7,ALL_STAR,-0.05,HIGH_VALUE,高薪,3,64.65,NONE,False,NOT_YET_ELIGIBLE,40.0,0.0,29.05
1631230,Dominick Barlow,PHI,42,23.8,8.4,5.0,1.2,1.0,0.6,0.556,0.279,0.77,0.5833333333333334,0.618374558303887,0.132,2.3,113.5,111.2,0.088,6-9,215.0,22.0,2270735.0,2.27,14.26,1.22,0.82,2.41,0.89,12.69,46.9,5,51.9,1.48,MINIMUM_PLUS,9.14,6.87,4.03,ROLE_PLAYER,角色球員型,FINISHER,VERSATILE_DEFENDER,PF/SF,2,65.9,53.1,80.4,59.8,61.6,ALL_STAR,6.87,ROOKIE_SCALE,新秀合約,1,2.27,NONE,False,ROOKIE_EXTENSION_ELIGIBLE,95.0,0.0,4.79
1628969,Mikal Bridges,NYK,54,34.6,15.8,4.2,4.0,1.4,0.8,0.502,0.389,0.821,0.5873015873015873,0.6017672151127361,0.17,5.9,118.0,112.2,0.107,6-6,209.0,29.0,24900000.0,24.9,18.87,4.52,3.1,5.97,0.97,18.3,74.3,-2,72.3,16.27,NEAR_MAX,22.3,-2.6,0.9,TWO_WAY_WING,雙向側翼型,SECONDARY_PLAYMAKER,VERSATILE_DEFENDER,PG/SG,2,80.2,74.0,17.0,80.3,61.3,ALL_STAR,-2.6,HIGH_VALUE,高薪,3,74.7,NONE,False,NOT_YET_ELIGIBLE,40.0,0.0,32.4
1641709,Ausar Thompson,DET,48,25.8,10.4,6.0,2.7,1.9,0.8,0.51,0.3,0.58,0.5240963855421686,0.5405405405405405,0.176,8.6,117.4,108.8,0.099,6-7,205.0,23.0,8775000.0,8.78,17.61,4.08,1.91,3.69,0.93,16.38,61.2,3,64.2,5.74,ROLE_PLAYER,16.52,7.74,1.88,ROLE_PLAYER,角色球員型,FINISHER,PERIMETER_STOPPER,SF/SG,2,77.4,65.7,36.8,76.3,61.1,ALL_STAR,7.74,ROOKIE_EXT,新秀延長,4,35.12,ROOKIE_EXT_WAIT,False,NOT_YET_ELIGIBLE,50.0,0.0,16.28
1628389,Bam Adebayo,MIA,47,31.3,18.3,9.8,2.8,1.0,0.6,0.446,0.342,0.783,0.5,0.5504090471607316,0.236,5.2,114.8,109.6,0.132,6-9,255.0,28.0,37096620.0,37.1,20.27,3.57,2.08,5.05,0.99,20.07,76.5,0,76.5,24.25,MAX,26.5,-10.6,0.71,STRETCH_BIG,空間型大個子,SECONDARY_SCORER,REBOUNDER,PF/SF,2,74.6,78.3,13.2,72.2,60.5,ALL_STAR,-10.6,HIGH_VALUE,高薪,3,111.3,DIFFICULT_TO_MATCH,False,NOT_YET_ELIGIBLE,15.0,0.0,46.62
1630591,Jalen Suggs,ORL,32,26.4,14.0,4.1,5.4,1.9,0.7,0.447,0.323,0.843,0.5360360360360361,0.5717085919634106,0.225,7.2,113.9,106.7,0.118,6-5,205.0,24.0,35000000.0,35.0,18.78,4.96,1.49,2.69,0.96,18.03,70.5,3,73.5,22.88,MAX,23.5,-11.5,0.67,PLAYMAKER,組織者型,SECONDARY_PLAYMAKER,PERIMETER_STOPPER,PG/SG,2,79.3,75.3,12.3,79.0,60.5,ALL_STAR,-11.5,HIGH_VALUE,高薪,3,105.0,DIFFICULT_TO_MATCH,False,NOT_YET_ELIGIBLE,15.0,0.0,44.0
1642268,Isaiah Collier,UTA,46,25.3,10.3,2.7,7.2,1.0,0.3,0.51,0.278,0.686,0.5394736842105263,0.5773542600896862,0.184,-12.7,110.6,123.3,0.098,6-4,210.0,21.0,2638200.0,2.64,17.81,-3.23,-0.36,3.51,0.84,14.96,51.9,5,56.9,1.73,MINIMUM_PLUS,12.14,9.5,4.6,ROLE_PLAYER,角色球員型,PRIMARY_PLAYMAKER,LIMITED_DEFENDER,PG/SG,2,46.8,58.2,91.9,32.5,60.2,ALL_STAR,9.5,ROOKIE_SCALE,新秀合約,2,5.28,NONE,False,ROOKIE_EXTENSION_ELIGIBLE,85.0,0.0,5.53
1630549,Day'Ron Sharpe,BKN,50,18.3,8.3,6.6,2.2,1.1,0.4,0.606,0.219,0.677,0.6132075471698113,0.644009931719429,0.184,-2.6,107.4,110.1,0.143,6-10,265.0,24.0,6250000.0,6.25,16.84,0.67,0.62,2.61,0.96,16.17,65.9,3,68.9,4.08,ROLE_PLAYER,19.34,13.09,3.09,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PF/SF,2,50.4,70.5,61.3,37.6,60.0,ALL_STAR,13.09,ROOKIE_EXT,新秀延長,4,25.0,ROOKIE_EXT_WAIT,False,NOT_YET_ELIGIBLE,50.0,0.0,12.75
1641764,Brandin Podziemski,GSW,54,26.7,11.9,4.6,3.6,1.1,0.2,0.449,0.372,0.758,0.5372340425531914,0.5690512624330528,0.185,2.4,110.7,108.3,0.105,6-4,205.0,22.0,3687960.0,3.69,15.27,0.86,1.05,3.73,0.89,13.59,56.3,5,61.3,2.41,MINIMUM_PLUS,14.78,11.09,4.01,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,47.5,62.7,80.0,33.5,59.7,ALL_STAR,11.09,ROOKIE_SCALE,新秀合約,1,3.69,NONE,False,ROOKIE_EXTENSION_ELIGIBLE,95.0,0.0,7.63
1627759,Jaylen Brown,BOS,48,34.3,29.4,6.9,4.7,1.0,0.4,0.484,0.352,0.772,0.5287610619469026,0.572429906542056,0.361,4.0,119.0,115.0,0.152,6-6,223.0,29.0,53142264.0,53.14,24.1,4.91,2.89,6.72,0.97,23.38,87.7,-2,85.7,34.73,SUPERMAX,35.7,-17.44,0.67,VERSATILE_SCORER,多元得分手型,PRIMARY_SCORER,LIMITED_DEFENDER,PG/SG,2,59.7,87.8,12.3,50.9,59.7,ALL_STAR,-17.44,MAX,頂薪,3,159.42,HARD_TO_MATCH,True,NOT_YET_ELIGIBLE,5.0,0.0,66.67
1642285,Cam Spencer,MEM,50,24.2,11.8,2.7,5.6,0.7,0.1,0.484,0.453,0.931,0.625,0.6644144144144144,0.171,-0.7,112.7,113.5,0.124,6-3,205.0,25.0,2537989.0,2.54,16.29,1.19,0.98,3.34,0.98,15.96,65.6,0,65.6,1.66,MINIMUM_PLUS,17.36,14.82,6.83,THREE_AND_D,3D 球員型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,27.0,67.1,100.0,4.1,59.6,ALL_STAR,14.82,MINIMUM,底薪,1,2.54,NONE,False,EXTENSION_ELIGIBLE,95.0,0.0,5.33
1630577,Julian Champagnie,SAS,52,28.3,11.4,6.0,1.4,0.8,0.4,0.427,0.374,0.85,0.5755813953488372,0.6040695209834676,0.148,9.7,118.4,108.7,0.093,6-7,217.0,24.0,3000000.0,3.0,13.78,3.25,1.96,3.43,0.96,13.23,55.2,3,58.2,1.96,MINIMUM_PLUS,12.92,9.92,4.31,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,47.1,59.5,86.0,32.9,59.5,ALL_STAR,9.92,ROOKIE_SCALE,新秀合約,1,3.0,NONE,False,ROOKIE_EXTENSION_ELIGIBLE,95.0,0.0,6.25
203076,Anthony Davis,WAS,20,31.3,20.4,11.1,2.8,1.1,1.7,0.506,0.27,0.728,0.5239520958083833,0.5512321660181583,0.272,-4.6,110.0,114.6,0.151,6-10,253.0,32.0,54126450.0,54.13,25.06,3.02,0.8,2.66,0.86,21.55,78.8,-2,76.8,35.38,SUPERMAX,25.46,-28.67,0.47,RIM_PROTECTOR,護框中鋒型,SECONDARY_SCORER,RIM_PROTECTOR,PF/SF,2,74.6,78.6,8.3,72.2,59.4,ALL_STAR,-28.67,SUPERMAX,超級頂薪,4,216.52,NTC|HARD_TO_MATCH,True,NOT_YET_ELIGIBLE,0.0,0.0,67.91
1627826,Ivica Zubac,IND,43,30.9,14.4,11.0,2.2,0.4,0.8,0.613,0.0,0.705,0.61,0.6335797254487856,0.184,-0.8,115.7,116.5,0.132,7-0,240.0,28.0,18102000.0,18.1,22.5,2.34,1.47,5.06,0.99,22.28,79.9,0,79.9,11.83,MID_LEVEL,29.9,11.8,1.65,ROLE_PLAYER,角色球員型,FINISHER,REBOUNDER,C/PF,2,53.1,81.8,32.2,41.5,59.3,ALL_STAR,11.8,MID_LEVEL,中產,2,36.2,NONE,False,EXTENSION_ELIGIBLE,65.0,0.0,25.6
